Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
5 Series,2014,Middle East,Black,Electric,Manual,4.8,26163,44834,3044,Low
i3,2021,South America,Black,Hybrid,Manual,4.8,135730,46300,7069,High
X5,2024,Africa,Black,Electric,Manual,4.1,132560,47233,9902,High
X1,2020,Asia,White,Diesel,Automatic,2.4,116844,41753,2249,Low
i8,2022,Asia,Blue,Electric,Manual,1.9,161226,38525,8074,High
X5,2024,Europe,Grey,Petrol,Automatic,3.5,77017,47530,2721,Low
X1,2011,North America,Blue,Hybrid,Manual,2.8,40299,108995,2817,Low
X5,2024,Middle East,Silver,Electric,Manual,4.4,62760,47199,2284,Low
X3,2010,Asia,Black,Hybrid,Automatic,4.1,167049,116447,8503,High
X3,2010,Europe,Blue,Diesel,Manual,2.5,97301,67070,4391,Low
M3,2022,North America,Grey,Hybrid,Manual,1.6,35940,94344,4874,Low
M5,2020,North America,Red,Electric,Manual,2.3,26830,110797,7854,High
X1,2013,North America,Red,Diesel,Manual,3.5,33905,95890,5934,Low
i8,2019,North America,Blue,Petrol,Automatic,1.8,198267,58253,7503,High
M3,2022,Asia,Blue,Hybrid,Manual,3.8,170642,92967,6907,Low
M3,2011,Middle East,Grey,Diesel,Automatic,3.9,191707,64118,9707,High
7 Series,2010,Asia,Black,Diesel,Manual,2.1,87386,97419,3905,Low
M5,2015,Asia,Black,Petrol,Manual,3.6,19369,54947,391,Low
X5,2023,Middle East,Blue,Diesel,Manual,3.6,196258,59221,6144,Low
i8,2013,Middle East,Red,Petrol,Automatic,3.2,82863,35397,8629,High
X6,2019,Asia,Red,Diesel,Manual,4.8,184784,99797,8079,High
X1,2022,Middle East,Grey,Diesel,Manual,1.9,112024,75381,431,Low
i3,2021,North America,Black,Petrol,Manual,2.9,73987,86523,6558,Low
5 Series,2024,South America,Grey,Petrol,Automatic,4.6,38024,60651,3974,Low
i8,2016,South America,Grey,Electric,Manual,2.9,106644,30479,9732,High
X6,2020,Middle East,White,Hybrid,Automatic,3,62180,103479,8061,High
i3,2015,Africa,Silver,Electric,Manual,3.8,140643,62508,9197,High
X6,2014,Europe,Grey,Petrol,Manual,3.8,151875,73133,1491,Low
i8,2019,Middle East,Black,Petrol,Manual,1.6,155126,31520,4440,Low
3 Series,2021,Middle East,Black,Diesel,Manual,3.1,179371,59183,4104,Low
i3,2022,South America,Silver,Petrol,Automatic,2.7,158078,70409,7346,High
i3,2021,Africa,Red,Electric,Automatic,3.7,114098,85472,8079,High
M5,2021,Europe,Silver,Diesel,Automatic,3.4,6477,96229,9552,High
X3,2021,Asia,Silver,Electric,Manual,3.8,64840,41830,3575,Low
M5,2011,Europe,Blue,Hybrid,Manual,3.8,12410,103228,3178,Low
3 Series,2014,North America,Blue,Electric,Manual,2.4,113270,84533,9938,High
X1,2018,South America,Blue,Petrol,Manual,2.4,55370,91589,6072,Low
3 Series,2018,Asia,Grey,Diesel,Automatic,2.8,105684,94335,2159,Low
i8,2011,Middle East,Silver,Petrol,Automatic,2.3,137343,116737,5633,Low
i3,2016,Africa,Blue,Petrol,Automatic,3.9,74022,54189,3431,Low
7 Series,2019,Asia,White,Petrol,Manual,3.6,48956,78016,4684,Low
M5,2023,Africa,Grey,Petrol,Manual,2.3,76298,78112,735,Low
X1,2013,Africa,Grey,Petrol,Manual,4.6,113873,33557,3404,Low
5 Series,2022,South America,Blue,Electric,Automatic,3.1,69490,36653,5973,Low
M3,2022,North America,Red,Diesel,Manual,1.9,27153,110551,9169,High
7 Series,2012,Africa,Grey,Electric,Automatic,2.2,57,51618,584,Low
X1,2020,North America,Red,Petrol,Manual,3.4,168086,75095,2071,Low
i8,2010,North America,White,Diesel,Automatic,2.7,51672,118948,3730,Low
M5,2012,Middle East,Grey,Diesel,Manual,4.5,116379,100762,4382,Low
5 Series,2020,Europe,Silver,Electric,Manual,3.2,31982,77738,318,Low
X5,2018,South America,Blue,Petrol,Automatic,4.7,134586,110144,4539,Low
X6,2023,South America,Grey,Hybrid,Manual,1.9,53274,103231,5674,Low
i3,2024,South America,Blue,Diesel,Automatic,3.8,65222,62976,5501,Low
M5,2018,Asia,Black,Hybrid,Manual,4.6,40041,72197,4913,Low
X6,2016,South America,Blue,Petrol,Manual,2.5,137290,52670,654,Low
i8,2012,South America,Silver,Petrol,Automatic,2,135109,72360,4763,Low
M3,2022,Africa,Grey,Diesel,Manual,3.1,24763,78742,6019,Low
M5,2012,South America,Grey,Petrol,Automatic,4.9,175124,37061,9466,High
X6,2013,Europe,White,Diesel,Manual,3.7,3239,32964,7016,High
X5,2016,Africa,Grey,Diesel,Manual,3.8,199995,111226,2362,Low
5 Series,2016,Europe,Grey,Hybrid,Automatic,3.9,174687,93180,3717,Low
3 Series,2021,Middle East,Red,Diesel,Manual,1.6,72779,52307,9567,High
X5,2021,Middle East,Black,Diesel,Manual,3.1,88842,92180,4338,Low
X5,2023,Europe,Silver,Hybrid,Manual,1.8,135393,84898,5461,Low
X1,2011,South America,Grey,Diesel,Automatic,2.6,14945,63813,3229,Low
3 Series,2021,Asia,Blue,Electric,Automatic,4.4,63742,53133,6294,Low
M5,2024,Africa,Grey,Hybrid,Manual,3.8,45241,53975,6497,Low
X1,2014,North America,White,Electric,Manual,5,125346,84125,7722,High
M5,2016,Europe,Grey,Electric,Manual,2.1,58790,80110,6499,Low
X6,2016,Africa,Black,Petrol,Automatic,2.9,125595,65519,7013,High
i8,2015,Middle East,Grey,Electric,Manual,4.3,142443,95820,6804,Low
3 Series,2019,North America,Black,Hybrid,Automatic,2.3,39442,30430,6576,Low
i8,2019,Asia,Silver,Diesel,Automatic,2,175537,116443,7607,High
3 Series,2021,Africa,Red,Petrol,Automatic,3,17102,60319,4968,Low
X6,2017,Middle East,Red,Electric,Automatic,2.8,31780,38635,7364,High
X3,2012,South America,Black,Petrol,Manual,4.9,127075,72872,8191,High
M3,2024,Africa,Black,Petrol,Manual,3.1,130009,75498,5515,Low
M3,2010,Africa,Silver,Electric,Manual,4.5,18159,84798,3526,Low
X1,2012,North America,Silver,Electric,Manual,4.6,170416,47598,2241,Low
i3,2020,Middle East,Grey,Petrol,Automatic,2.1,30271,63245,5358,Low
X3,2011,Middle East,Black,Hybrid,Automatic,4,148712,75560,6844,Low
M3,2011,Europe,Grey,Diesel,Automatic,2.5,178765,88816,8237,High
3 Series,2023,Asia,Red,Petrol,Manual,1.8,46190,87040,7121,High
M3,2023,Europe,White,Hybrid,Manual,4.6,15063,67012,2165,Low
i3,2011,North America,Red,Electric,Automatic,2.5,190776,60968,9742,High
3 Series,2014,Europe,White,Petrol,Automatic,2.7,153914,34699,5841,Low
M3,2022,Middle East,White,Hybrid,Automatic,2.6,72578,112579,7477,High
5 Series,2010,Middle East,White,Petrol,Automatic,2.2,89336,58914,7465,High
X1,2019,North America,Grey,Petrol,Automatic,3,2248,89282,6494,Low
M3,2013,Europe,Silver,Petrol,Automatic,3,145847,113287,9644,High
X5,2023,Middle East,White,Petrol,Manual,2.9,187414,65082,8756,High
X1,2019,North America,Grey,Diesel,Automatic,4.7,192689,51913,8858,High
X3,2014,Africa,Grey,Petrol,Manual,2.7,102397,67159,4197,Low
M5,2011,South America,Silver,Hybrid,Automatic,1.6,190033,106901,3227,Low
X1,2014,Middle East,Grey,Diesel,Manual,2.1,53533,42302,130,Low
7 Series,2019,Africa,Red,Diesel,Automatic,4,111568,54912,7574,High
X1,2024,Africa,Blue,Diesel,Automatic,3.6,70472,110077,5470,Low
7 Series,2013,Africa,Grey,Hybrid,Manual,4.8,50819,99074,5337,Low
M5,2017,North America,Black,Hybrid,Automatic,3.9,37002,66521,8144,High
i8,2010,South America,Red,Electric,Manual,2.2,29148,116426,458,Low
M5,2024,South America,Blue,Diesel,Manual,1.9,9694,75023,8673,High
X6,2021,North America,Silver,Hybrid,Manual,3.3,17172,38055,9502,High
X1,2014,North America,Black,Petrol,Manual,3.8,66947,104280,5611,Low
7 Series,2023,Europe,Black,Diesel,Automatic,2.1,88178,32854,9894,High
X1,2023,Europe,Silver,Hybrid,Automatic,3.6,24131,115751,8031,High
3 Series,2020,Africa,Red,Petrol,Manual,4.5,88291,112884,7631,High
M5,2021,Middle East,Blue,Petrol,Manual,4,74294,113483,5412,Low
7 Series,2019,Europe,Blue,Petrol,Automatic,3.8,72152,97045,6964,Low
X5,2010,Middle East,Red,Hybrid,Manual,4.3,103982,111034,753,Low
M5,2019,Europe,Silver,Petrol,Manual,1.9,95579,99493,3675,Low
7 Series,2019,Asia,Blue,Petrol,Automatic,2.2,195065,76822,7057,High
X3,2013,Middle East,Red,Petrol,Manual,1.6,110371,79570,8647,High
7 Series,2017,Europe,Silver,Diesel,Manual,2,163221,47868,8653,High
X5,2010,South America,Silver,Electric,Automatic,4.7,143349,36298,4537,Low
X3,2020,Africa,Blue,Diesel,Automatic,2.3,137133,38832,2384,Low
X3,2024,Asia,Blue,Diesel,Manual,3.8,191502,49126,8320,High
i8,2011,Middle East,Black,Electric,Automatic,3.9,130890,62551,856,Low
M5,2010,Europe,Grey,Electric,Manual,3.8,94740,51750,4690,Low
X6,2020,Asia,Black,Petrol,Manual,3.4,78347,50843,1671,Low
X3,2016,Europe,Red,Petrol,Automatic,3.2,122801,30197,9038,High
X6,2011,North America,White,Petrol,Automatic,3,101048,75066,9766,High
3 Series,2010,Africa,White,Hybrid,Manual,4.7,158221,52497,5979,Low
X6,2024,North America,White,Diesel,Automatic,1.5,116354,93142,8704,High
3 Series,2021,North America,Black,Diesel,Manual,1.7,56467,44853,1348,Low
X3,2015,Asia,Grey,Petrol,Automatic,3.2,12069,44563,8197,High
i8,2015,South America,Silver,Hybrid,Automatic,2.7,75894,32671,4823,Low
X1,2019,Africa,Black,Hybrid,Manual,2.9,109154,110194,820,Low
3 Series,2011,South America,Grey,Petrol,Automatic,5,148375,31855,9866,High
5 Series,2024,Africa,Grey,Electric,Automatic,4.2,109080,115127,1971,Low
i3,2010,Africa,Silver,Hybrid,Manual,4.6,39105,108510,5086,Low
5 Series,2023,Middle East,Grey,Petrol,Automatic,2.8,95114,81342,1025,Low
3 Series,2019,North America,Black,Electric,Manual,2.3,188534,56871,6751,Low
7 Series,2012,Middle East,Red,Electric,Manual,4.2,20427,82664,8236,High
5 Series,2019,Middle East,Black,Electric,Manual,4.3,196431,81251,8358,High
X6,2023,Asia,Red,Electric,Manual,3.4,10454,85223,3177,Low
i8,2014,Europe,Red,Hybrid,Automatic,4.6,38716,65872,9037,High
5 Series,2015,North America,White,Petrol,Automatic,4.9,113772,58489,2207,Low
X5,2012,North America,Grey,Petrol,Manual,3.1,20047,71842,6272,Low
M5,2018,South America,Silver,Electric,Manual,2.3,188978,54216,4850,Low
X6,2020,North America,Grey,Hybrid,Manual,3.3,5729,81907,1198,Low
7 Series,2014,Middle East,Silver,Diesel,Automatic,5,168925,44476,4254,Low
X1,2022,Africa,White,Electric,Manual,2.5,127491,112073,1883,Low
3 Series,2011,Middle East,Red,Hybrid,Manual,3.7,5674,36434,4202,Low
M5,2019,South America,Black,Electric,Automatic,3.9,22889,64182,6396,Low
i3,2015,Africa,Silver,Diesel,Automatic,2.2,197871,70758,5217,Low
5 Series,2021,Asia,Blue,Petrol,Manual,3.6,90438,94392,4727,Low
M3,2017,Middle East,Grey,Diesel,Automatic,2.6,175636,101141,9571,High
X1,2020,Asia,Grey,Electric,Automatic,4.5,71274,82496,9632,High
5 Series,2015,Europe,Red,Hybrid,Manual,4,156583,46178,4096,Low
X5,2013,Middle East,Grey,Electric,Manual,4.4,38753,86552,1175,Low
5 Series,2015,Asia,Silver,Petrol,Automatic,2.2,100967,113254,3075,Low
X3,2017,Asia,Black,Petrol,Manual,1.6,32559,104708,2336,Low
i8,2017,Middle East,Silver,Petrol,Manual,4.5,82404,107791,4808,Low
7 Series,2022,North America,White,Diesel,Manual,2.9,164103,59711,1346,Low
7 Series,2019,North America,Black,Petrol,Manual,2.1,178305,33107,4296,Low
7 Series,2011,Europe,White,Diesel,Manual,1.8,64439,43575,7669,High
X1,2017,Asia,Black,Electric,Automatic,3.3,175251,36356,3260,Low
7 Series,2015,Africa,Black,Electric,Automatic,2,131064,99820,1309,Low
5 Series,2011,Middle East,Black,Diesel,Manual,3.5,41346,98678,2429,Low
i8,2010,Europe,Blue,Petrol,Manual,4,153402,40644,372,Low
7 Series,2015,Europe,White,Petrol,Manual,3.4,182381,116916,2870,Low
M3,2022,Asia,Red,Diesel,Automatic,4.7,159117,62388,7557,High
X1,2016,South America,Blue,Hybrid,Manual,2,41922,64984,5253,Low
M5,2023,North America,Blue,Electric,Manual,3.2,62652,101579,8215,High
X1,2023,Europe,Silver,Diesel,Automatic,2.1,51611,77162,2433,Low
7 Series,2019,North America,Red,Hybrid,Automatic,4.6,184861,89139,1621,Low
X1,2014,Middle East,Red,Electric,Automatic,4.8,198282,114791,753,Low
X6,2023,Europe,Silver,Petrol,Automatic,2.9,141902,78979,7848,High
X1,2019,Asia,Red,Petrol,Automatic,2.6,162192,96084,2445,Low
X6,2017,Middle East,Silver,Electric,Automatic,2.5,11118,84627,3456,Low
i3,2020,Africa,Grey,Diesel,Automatic,4.5,168905,82903,8645,High
i8,2022,Middle East,Blue,Diesel,Automatic,3.9,120687,83733,4330,Low
X6,2021,Africa,Silver,Electric,Manual,4.6,140303,105656,2072,Low
M3,2018,Middle East,Red,Petrol,Automatic,1.9,14353,36439,7642,High
3 Series,2013,South America,Black,Diesel,Automatic,3.2,130781,62994,6417,Low
X6,2016,Middle East,Blue,Diesel,Automatic,3.9,10284,105167,8555,High
X5,2017,Asia,White,Hybrid,Manual,4.6,31779,113065,8308,High
X3,2022,Asia,Black,Hybrid,Manual,2.8,133026,75344,4443,Low
i3,2015,Africa,Black,Electric,Manual,2.6,55742,101642,8381,High
i3,2011,Middle East,Silver,Petrol,Manual,4.7,88280,92523,3297,Low
5 Series,2016,South America,White,Diesel,Manual,1.7,168811,109079,4704,Low
X6,2022,North America,White,Electric,Manual,3.2,104112,48784,6853,Low
i8,2018,South America,White,Diesel,Automatic,3.1,184379,55571,5951,Low
M5,2014,South America,Blue,Hybrid,Manual,2,120837,119175,5861,Low
5 Series,2024,South America,Silver,Diesel,Manual,2.9,50968,116569,9702,High
i8,2011,Africa,White,Petrol,Manual,4,103325,68965,5229,Low
3 Series,2013,Asia,Red,Hybrid,Automatic,2.8,93210,45626,1420,Low
X5,2012,North America,Red,Petrol,Manual,2.6,19511,86545,7605,High
X1,2013,Asia,Black,Electric,Automatic,4.2,145745,64705,759,Low
7 Series,2019,Africa,Blue,Diesel,Automatic,5,5386,82692,6491,Low
X6,2016,Asia,Grey,Petrol,Automatic,4.2,29461,76738,9687,High
i8,2019,North America,Black,Electric,Manual,4.5,44700,53670,4025,Low
X5,2017,Europe,White,Diesel,Automatic,4.8,161880,68482,7140,High
M5,2010,North America,Red,Hybrid,Automatic,4.3,63062,79715,8069,High
3 Series,2022,Asia,Grey,Petrol,Automatic,4.9,6839,75350,6493,Low
X1,2017,Europe,Red,Hybrid,Manual,4.1,162249,103275,7456,High
i3,2014,Middle East,White,Hybrid,Automatic,3.8,156646,33198,198,Low
M3,2021,Africa,White,Petrol,Automatic,3.9,14765,41617,1998,Low
X5,2016,South America,White,Petrol,Automatic,4.7,54999,98519,5954,Low
7 Series,2020,Africa,Blue,Diesel,Manual,3.9,133400,95725,6700,Low
X6,2020,Africa,Red,Hybrid,Automatic,4.2,5615,35415,1965,Low
i8,2010,Asia,Black,Petrol,Manual,2.3,87557,99702,9315,High
X1,2011,Europe,Black,Diesel,Automatic,4.7,48428,44971,5115,Low
M3,2010,South America,Grey,Electric,Automatic,3.1,84246,53380,4548,Low
7 Series,2014,Africa,Grey,Diesel,Manual,2.1,167670,117524,8316,High
X6,2023,Asia,Black,Hybrid,Manual,4.3,55840,100545,7462,High
M5,2023,Asia,Red,Electric,Automatic,2.7,48202,98139,1661,Low
M5,2015,South America,Silver,Petrol,Manual,2.1,42169,54649,6714,Low
7 Series,2019,South America,Blue,Hybrid,Automatic,2.4,194333,58522,3033,Low
X6,2018,Asia,Red,Electric,Manual,1.6,177691,41608,8538,High
X6,2017,North America,Blue,Hybrid,Automatic,1.8,15746,51982,9181,High
M5,2016,South America,Blue,Electric,Manual,3.6,101934,101264,8254,High
X1,2021,Asia,Grey,Diesel,Automatic,4.5,92157,101627,985,Low
7 Series,2014,Europe,Red,Hybrid,Manual,3.1,165139,48845,7542,High
M5,2023,Africa,White,Diesel,Automatic,3.7,132187,41489,6488,Low
M5,2024,Asia,Grey,Hybrid,Manual,4.3,75183,56209,9975,High
M5,2012,Europe,Black,Hybrid,Automatic,2.7,180809,93556,8299,High
M5,2018,Middle East,Blue,Electric,Automatic,3.8,172030,79367,3449,Low
i8,2022,Middle East,White,Electric,Manual,2.7,4975,68852,2220,Low
7 Series,2014,Asia,Silver,Electric,Automatic,3.7,58030,41654,4137,Low
M3,2012,Africa,Silver,Hybrid,Automatic,2.3,18707,109648,1942,Low
X6,2012,Middle East,Grey,Diesel,Automatic,4.9,129975,69739,8657,High
M5,2012,Asia,White,Hybrid,Automatic,1.8,3409,113654,5073,Low
i8,2023,North America,Silver,Hybrid,Manual,3.3,58711,50844,2719,Low
5 Series,2015,Africa,Grey,Petrol,Automatic,2.5,14621,99772,7768,High
7 Series,2010,North America,Grey,Electric,Manual,3.6,132751,115315,3698,Low
M5,2020,South America,Black,Hybrid,Automatic,3,106427,110501,379,Low
X6,2013,Asia,Blue,Hybrid,Manual,2.6,15242,43777,3885,Low
7 Series,2022,North America,Black,Diesel,Automatic,2.4,183164,75994,3045,Low
i3,2017,Asia,White,Electric,Manual,2.1,75878,97738,549,Low
5 Series,2012,Africa,Black,Hybrid,Automatic,4.2,175553,35681,4482,Low
X5,2014,Africa,Blue,Diesel,Manual,2.3,14834,54727,7083,High
i3,2011,Asia,Blue,Petrol,Manual,4.2,80206,35000,7992,High
3 Series,2024,Asia,Blue,Hybrid,Automatic,3.2,10528,61308,5110,Low
3 Series,2011,Middle East,Black,Electric,Manual,1.8,126490,116746,2384,Low
3 Series,2020,North America,Black,Hybrid,Manual,2.1,144277,79863,7015,High
5 Series,2022,Africa,Silver,Diesel,Automatic,4.6,148509,111732,9855,High
X5,2016,Africa,Black,Hybrid,Manual,3.6,4179,67803,3951,Low
X5,2019,Middle East,Silver,Diesel,Automatic,2.1,134706,67856,9520,High
X5,2012,Europe,Blue,Hybrid,Manual,4,104816,81275,2030,Low
X6,2014,South America,Red,Diesel,Automatic,4.4,164089,31841,566,Low
7 Series,2012,North America,Silver,Petrol,Automatic,2.7,135717,109167,9116,High
3 Series,2015,Middle East,Silver,Diesel,Automatic,3.4,62054,42398,4421,Low
i8,2022,Asia,Silver,Hybrid,Automatic,2.5,132013,93107,7191,High
3 Series,2019,Asia,Black,Diesel,Manual,1.8,38231,56120,8159,High
i8,2012,Europe,Silver,Hybrid,Manual,2.9,127807,74616,5204,Low
5 Series,2017,Asia,Red,Electric,Automatic,4.1,38976,112696,4713,Low
X3,2011,Africa,Red,Diesel,Manual,3.1,46542,76444,5342,Low
X1,2012,Asia,Blue,Petrol,Automatic,2.9,92932,81762,8311,High
X1,2017,Middle East,Silver,Petrol,Manual,2.8,114453,77410,6668,Low
X3,2017,Africa,Red,Electric,Manual,3.1,36466,112886,5830,Low
i8,2010,Asia,Silver,Hybrid,Automatic,2.6,39840,92327,6098,Low
X3,2017,South America,Red,Diesel,Automatic,3.6,17230,95596,8347,High
i3,2019,Africa,Silver,Petrol,Manual,1.7,53822,55217,9969,High
3 Series,2011,Africa,Grey,Petrol,Automatic,4.3,85225,71657,5739,Low
X6,2021,Africa,Grey,Electric,Manual,2.1,17582,89876,5457,Low
X5,2016,Asia,White,Petrol,Manual,3.7,172250,71254,9441,High
M3,2015,Africa,White,Electric,Automatic,3.1,3090,84758,9600,High
X5,2011,Europe,Blue,Diesel,Manual,4.2,33142,30374,7207,High
X1,2014,South America,Grey,Electric,Automatic,4.4,41000,112979,6252,Low
5 Series,2016,Asia,Grey,Diesel,Manual,2.2,87514,55730,1969,Low
X5,2017,North America,Black,Diesel,Automatic,3.9,103258,90585,1213,Low
X1,2012,Africa,Blue,Electric,Automatic,2.2,60708,50182,5140,Low
X3,2010,Africa,Black,Petrol,Manual,1.9,199306,68623,8567,High
X1,2022,Europe,Silver,Petrol,Automatic,4.8,94154,112657,8412,High
X3,2016,Africa,Blue,Diesel,Automatic,2.1,84269,116242,3659,Low
X1,2022,Africa,White,Diesel,Manual,2.3,73536,63819,6144,Low
M5,2014,Middle East,Blue,Hybrid,Automatic,2,102651,47134,4975,Low
7 Series,2014,Middle East,Blue,Diesel,Automatic,3.1,80242,79787,6833,Low
X1,2016,Africa,Red,Electric,Manual,4.7,178624,70339,8320,High
7 Series,2010,South America,Red,Electric,Automatic,2.4,60855,62870,4889,Low
X6,2017,North America,Silver,Petrol,Automatic,3.4,90607,73203,3083,Low
M5,2021,Africa,Blue,Hybrid,Automatic,2.9,178147,55551,9539,High
X1,2023,Middle East,White,Electric,Automatic,2.7,160582,34642,6517,Low
5 Series,2019,Africa,Red,Hybrid,Manual,3.5,35297,109437,7396,High
3 Series,2024,Asia,Silver,Hybrid,Automatic,3.5,63973,78035,2480,Low
i8,2014,South America,Grey,Diesel,Manual,2.8,188668,41173,5099,Low
X1,2017,Middle East,Blue,Petrol,Manual,4.5,34566,105718,9474,High
X6,2019,Europe,Silver,Electric,Manual,1.7,57151,73503,6400,Low
7 Series,2024,Asia,Blue,Hybrid,Manual,1.8,15270,88062,4147,Low
i3,2019,Asia,Black,Petrol,Automatic,5,37115,42312,3520,Low
M3,2014,North America,Blue,Hybrid,Automatic,4.1,75535,59318,4864,Low
M3,2021,Middle East,Black,Diesel,Manual,4.3,177848,37734,7427,High
X3,2016,North America,Black,Electric,Automatic,3.6,255,31855,1299,Low
X5,2019,North America,White,Diesel,Automatic,3,189510,53152,1214,Low
X5,2012,Africa,Black,Petrol,Manual,3.7,84861,104979,6135,Low
M3,2011,Europe,Black,Diesel,Manual,1.8,102585,102398,218,Low
3 Series,2015,North America,White,Hybrid,Automatic,4.2,56094,42892,7374,High
X1,2014,Middle East,Blue,Diesel,Automatic,3.4,7663,59451,608,Low
7 Series,2018,South America,Blue,Hybrid,Manual,4.8,163670,70663,9492,High
M3,2019,Middle East,Silver,Petrol,Manual,3.7,146160,31013,2450,Low
X6,2013,Asia,Black,Diesel,Automatic,2,176982,84470,841,Low
i8,2020,Middle East,Black,Hybrid,Automatic,3.2,165099,95692,4846,Low
M3,2012,North America,Silver,Hybrid,Manual,1.7,166049,86699,5374,Low
i8,2018,Middle East,Red,Electric,Automatic,4.1,65810,51844,6459,Low
i8,2017,Asia,White,Petrol,Automatic,3.3,140791,42081,4906,Low
X3,2015,Asia,Black,Diesel,Manual,2.8,83680,79071,3453,Low
3 Series,2010,Europe,Grey,Petrol,Automatic,4.9,3083,65090,9383,High
5 Series,2023,Europe,White,Hybrid,Manual,4.8,44237,30500,3913,Low
X5,2019,Europe,Grey,Petrol,Automatic,4.8,16716,47144,9478,High
X6,2022,North America,Grey,Petrol,Automatic,2.3,68169,110280,5177,Low
M5,2021,Middle East,Black,Electric,Manual,4,128885,67405,4075,Low
i3,2020,North America,Red,Electric,Automatic,4.8,160992,93159,6775,Low
X6,2010,South America,Blue,Petrol,Manual,3.5,191350,98766,3192,Low
X3,2021,Africa,Blue,Hybrid,Automatic,2.2,143771,49337,3488,Low
i3,2015,Europe,Blue,Petrol,Automatic,4.4,77652,71078,8863,High
X5,2022,Africa,Black,Diesel,Automatic,4.6,136340,85865,4717,Low
X1,2012,Middle East,Grey,Diesel,Manual,4,76508,30647,6007,Low
X1,2012,Asia,Red,Electric,Manual,2.5,45992,35039,2502,Low
M3,2015,Middle East,Silver,Hybrid,Manual,2.2,57119,94051,7197,High
3 Series,2022,Africa,Red,Petrol,Manual,3.7,65903,89457,5382,Low
X3,2012,South America,Grey,Petrol,Automatic,3.2,154453,87315,1063,Low
X3,2022,North America,Grey,Petrol,Manual,3.8,159704,79166,5039,Low
X6,2020,Europe,Black,Hybrid,Automatic,1.9,51115,111316,1553,Low
X6,2019,South America,Red,Petrol,Manual,2,97745,74056,6067,Low
X3,2015,Europe,Red,Petrol,Manual,2.8,55715,51305,6001,Low
3 Series,2014,Europe,Silver,Hybrid,Automatic,2.4,144718,39934,5831,Low
X1,2013,Africa,White,Petrol,Manual,3.7,1935,81975,4786,Low
X5,2017,North America,Red,Diesel,Automatic,2.8,148876,41977,6732,Low
5 Series,2011,North America,Grey,Diesel,Automatic,3.9,187865,96683,2845,Low
M3,2024,Asia,Grey,Hybrid,Automatic,4.2,173867,70335,9930,High
M3,2021,North America,Red,Petrol,Manual,2.2,85001,110854,1304,Low
i8,2023,North America,Blue,Hybrid,Manual,4.7,118402,78353,8499,High
i8,2020,South America,Red,Diesel,Automatic,4.3,116396,115250,4058,Low
M5,2016,Middle East,Silver,Electric,Manual,3.7,175561,73265,6461,Low
3 Series,2013,Asia,Blue,Electric,Automatic,4.7,191385,107852,3061,Low
3 Series,2011,Middle East,Silver,Hybrid,Automatic,2.4,22736,94703,8961,High
7 Series,2024,South America,Blue,Hybrid,Automatic,3,157316,74859,6561,Low
3 Series,2016,South America,Red,Petrol,Automatic,1.8,132661,82002,4735,Low
X5,2022,Asia,Grey,Diesel,Manual,3.1,11747,30367,938,Low
X1,2010,Asia,Grey,Petrol,Manual,3.3,164460,38891,5307,Low
i3,2013,Middle East,Grey,Hybrid,Automatic,3.7,137837,63298,7820,High
i3,2018,South America,Black,Diesel,Manual,1.7,122837,84538,405,Low
X6,2023,Europe,Red,Hybrid,Manual,1.6,105981,118919,3168,Low
X6,2013,South America,White,Electric,Automatic,3,113752,43041,4801,Low
5 Series,2021,South America,Black,Electric,Manual,2.2,179194,38463,3580,Low
i3,2022,Asia,Black,Electric,Manual,4.2,53668,39759,7360,High
i3,2012,Europe,Red,Petrol,Automatic,3.8,18502,78308,2064,Low
i3,2019,Middle East,Blue,Diesel,Automatic,2.6,62546,72343,528,Low
5 Series,2019,Middle East,White,Petrol,Manual,1.7,198249,113641,4063,Low
M3,2011,North America,Blue,Electric,Automatic,2.1,164047,113579,9859,High
i8,2023,Africa,Blue,Diesel,Automatic,3.9,34998,80439,2953,Low
3 Series,2024,Asia,Grey,Electric,Automatic,5,182591,112347,8831,High
M3,2012,Middle East,Red,Petrol,Automatic,2.6,179011,72098,3774,Low
i3,2010,Africa,Grey,Hybrid,Automatic,4.3,76805,97359,7564,High
M5,2019,Asia,Grey,Petrol,Automatic,4.5,35762,49843,6157,Low
M3,2017,Asia,Black,Petrol,Automatic,1.7,160785,70140,7912,High
X3,2010,Europe,Blue,Petrol,Manual,4.7,76066,56967,3695,Low
X1,2012,Asia,Silver,Diesel,Manual,3.1,174108,101089,9571,High
7 Series,2023,Europe,Black,Hybrid,Automatic,4.9,121051,98869,2311,Low
X1,2012,North America,Black,Diesel,Automatic,3.4,182454,94852,9228,High
3 Series,2022,Middle East,White,Electric,Automatic,2.3,186043,36302,7210,High
3 Series,2024,Asia,Red,Electric,Automatic,4.9,161339,85211,3466,Low
5 Series,2011,Africa,Grey,Diesel,Automatic,2.4,35215,112539,8217,High
i8,2023,North America,White,Petrol,Automatic,4.6,38807,55280,6853,Low
i3,2014,South America,White,Diesel,Automatic,2.1,51871,32177,2283,Low
3 Series,2019,Europe,Blue,Electric,Automatic,3.9,94122,55156,8630,High
X1,2012,Middle East,Grey,Diesel,Manual,2.9,148039,50003,353,Low
X5,2012,Europe,Red,Electric,Automatic,4.9,128573,90880,7361,High
